no,user,appliance_type,items,quantities,rating
44,user495,office,"MARKER,PAPER CLIP,COMPUTER,LAZER PRINTER","3,1,3,1",2
45,user91,office,SHREDDER,3,5
46,user95,office,"CALCULATOR,MARKER","3,1",1
47,user132,home,"TELEVISION,SHOW CASE","1,2",2
48,user470,home,REFRIGERATOR,1,5
49,user97,office,"CAMERA,CALCULATOR,MARKER","3,1,2",3
50,user200,office,"WAITING LOUNGE,COMPUTER","2,1",5
51,user70,office,"SECURITY LOCK,CALCULATOR","1,2",4
52,user489,office,"CAMERA,SHREDDER","2,2",2
53,user255,office,"LAZER PRINTER,CAMERA,WAITING LOUNGE,PAPER CLIP","1,2,3,4",5
54,user364,office,"COFFEE MACHINE,WAITING LOUNGE,CAMERA,LAZER PRINTER","1,2,1,4",1
55,user165,office,CAMERA,2,5
56,user235,home,"TOASTER,DOUBLE COT","2,1",4
57,user423,office,"PAPER CLIP,CALCULATOR,LAZER PRINTER,COFFEE MACHINE","3,4,4,4",1
58,user456,home,"DRESSING TABLE,KITCHEN SET","2,2",2
59,user277,home,"KITCHEN SET,WASHING MACHINE,OVEN,BLENDER","1,4,2,3",2
60,user91,home,WASHING MACHINE,4,5
61,user479,home,"REFRIGERATOR,DRESSING TABLE,BLENDER","2,4,4",4
62,user421,home,SHOW CASE,4,1
63,user435,office,"CAMERA,CALCULATOR,COMPUTER","4,3,2",1
64,user151,home,"TOASTER,KITCHEN SET,TELEVISION,DOUBLE COT","1,3,2,2",5
65,user303,office,MARKER,4,4
66,user173,home,"DISH WASHER,TELEVISION,DRESSING TABLE,OVEN","1,2,1,1",4
67,user34,office,COFFEE MACHINE,4,1
68,user36,office,CALCULATOR,4,4
69,user201,home,SHOW CASE,2,3
70,user59,home,"DOUBLE COT,WASHING MACHINE","2,1",2
71,user481,office,PAPER CLIP,3,2
72,user473,home,"OVEN,BLENDER,KITCHEN SET","1,3,1",5
73,user46,home,DISH WASHER,1,4
74,user33,office,"CAMERA,WAITING LOUNGE,MARKER","2,2,2",3
75,user89,home,"BLENDER,VACCUM CLEANER,WASHING MACHINE,OVEN","4,2,1,2",3
76,user258,office,SECURITY LOCK,4,1
77,user23,home,"DRESSING TABLE,BLENDER,REFRIGERATOR,DOUBLE COT","2,2,2,2",4
78,user243,office,"CALCULATOR,CAMERA,SECURITY LOCK,PAPER CLIP","3,2,3,3",1
79,user270,office,WAITING LOUNGE,4,3
80,user203,home,"SHOW CASE,VACCUM CLEANER,DRESSING TABLE,WASHING MACHINE","1,2,4,4",3
81,user256,office,"PAPER CLIP,CALCULATOR,MARKER,LAZER PRINTER","1,3,2,1",2
82,user317,home,"TELEVISION,DISH WASHER","1,3",1
83,user146,office,"CAMERA,LAZER PRINTER,SHREDDER","3,4,1",3
84,user65,home,REFRIGERATOR,3,1
85,user121,office,"PAPER CLIP,COFFEE MACHINE","4,3",4
86,user146,office,CAMERA,2,4
87,user294,office,"CALCULATOR,CAMERA","4,3",3
88,user3,office,"CALCULATOR,LAZER PRINTER,SECURITY LOCK,COFFEE MACHINE","3,1,2,3",5
89,user28,home,"VACCUM CLEANER,DISH WASHER","2,2",2
90,user401,office,"COMPUTER,SHREDDER,WAITING LOUNGE,CALCULATOR","1,2,2,1",3
91,user492,office,"LAZER PRINTER,CAMERA","2,4",2
92,user56,home,"TELEVISION,SHOW CASE,WASHING MACHINE,BLENDER","1,2,4,2",4
93,user108,home,TOASTER,1,4
94,user308,home,"DISH WASHER,SHOW CASE","3,4",5
95,user151,office,"CAMERA,SECURITY LOCK,COMPUTER,WAITING LOUNGE","1,1,3,4",5
96,user268,office,"WAITING LOUNGE,COFFEE MACHINE,MARKER,COMPUTER","4,1,2,4",5
97,user279,home,"TELEVISION,DRESSING TABLE,DOUBLE COT,WASHING MACHINE","3,4,3,3",2
98,user235,office,COMPUTER,1,2
99,user396,office,"LAZER PRINTER,SHREDDER,COMPUTER,CALCULATOR","2,3,1,4",3
100,user24,home,"DISH WASHER,TOASTER,DOUBLE COT","4,3,4",3
101,user194,office,CAMERA,1,3
102,user34,office,LAZER PRINTER,4,3
103,user56,office,"COFFEE MACHINE,MARKER,LAZER PRINTER,CALCULATOR","1,4,2,1",1
104,user378,office,COMPUTER,3,1
105,user311,office,WAITING LOUNGE,3,5
106,user47,home,"KITCHEN SET,TOASTER,BLENDER,DOUBLE COT","4,4,3,2",5
107,user273,home,"WASHING MACHINE,TOASTER","1,4",3
108,user408,office,"PAPER CLIP,CAMERA,COFFEE MACHINE","4,4,4",3
109,user125,office,"MARKER,SECURITY LOCK,SHREDDER,CALCULATOR","4,2,1,3",5
110,user488,office,"LAZER PRINTER,CALCULATOR,PAPER CLIP","1,3,1",3
111,user193,office,"COMPUTER,COFFEE MACHINE,WAITING LOUNGE,CALCULATOR","4,3,1,2",2
112,user216,home,"BLENDER,KITCHEN SET","3,4",2
113,user56,home,"DOUBLE COT,DISH WASHER,BLENDER","1,1,4",5
114,user274,office,COMPUTER,3,4
115,user292,home,"DOUBLE COT,BLENDER,OVEN,WASHING MACHINE","3,1,1,4",5
116,user373,home,"OVEN,TELEVISION,KITCHEN SET,DISH WASHER","1,4,1,4",3
117,user157,home,"TELEVISION,REFRIGERATOR,DRESSING TABLE","3,1,1",5
118,user166,home,"OVEN,TOASTER,DRESSING TABLE","3,3,2",4
119,user214,office,"CAMERA,CALCULATOR","4,4",4
120,user293,home,"WASHING MACHINE,REFRIGERATOR,TELEVISION","2,2,1",5
121,user411,office,"SECURITY LOCK,LAZER PRINTER,CAMERA","2,3,3",3
122,user32,home,"VACCUM CLEANER,SHOW CASE","4,4",2
123,user253,home,"DOUBLE COT,REFRIGERATOR,TELEVISION","1,1,1",3
124,user323,office,"COFFEE MACHINE,CALCULATOR,CAMERA,WAITING LOUNGE","4,4,4,3",1
125,user223,home,"KITCHEN SET,DISH WASHER,TOASTER,BLENDER","2,1,2,4",2
126,user113,office,"SECURITY LOCK,CAMERA","4,3",1
127,user83,office,"SECURITY LOCK,PAPER CLIP,CALCULATOR","1,2,2",1
128,user388,office,MARKER,2,2
129,user210,home,"WASHING MACHINE,TOASTER,DISH WASHER,VACCUM CLEANER","4,4,2,1",5
130,user450,home,"DOUBLE COT,DISH WASHER,WASHING MACHINE,KITCHEN SET","3,2,3,1",2
131,user290,office,LAZER PRINTER,4,4
132,user168,home,"DRESSING TABLE,DOUBLE COT","1,2",2
133,user299,office,"CAMERA,SHREDDER,COFFEE MACHINE,CALCULATOR","1,2,3,2",1
134,user213,home,"VACCUM CLEANER,BLENDER","2,4",5
135,user326,home,BLENDER,2,3
136,user109,home,"KITCHEN SET,DISH WASHER,DRESSING TABLE","1,1,1",4
137,user217,office,"MARKER,PAPER CLIP","3,3",2
138,user289,home,"DOUBLE COT,VACCUM CLEANER,SHOW CASE,KITCHEN SET","3,1,1,4",3
139,user431,home,"SHOW CASE,DOUBLE COT","2,2",4
140,user99,home,"WASHING MACHINE,TOASTER","1,2",4
141,user261,office,"SHREDDER,PAPER CLIP","4,4",1
142,user104,office,"CAMERA,COMPUTER,MARKER,PAPER CLIP","3,2,3,2",2
143,user149,home,"BLENDER,DRESSING TABLE,REFRIGERATOR,DISH WASHER","4,4,1,4",4
144,user10,office,LAZER PRINTER,4,4
145,user457,office,"MARKER,WAITING LOUNGE,CALCULATOR","4,4,2",2
146,user145,office,WAITING LOUNGE,2,5
147,user248,office,"WAITING LOUNGE,PAPER CLIP,COFFEE MACHINE,CAMERA","2,3,2,4",1
148,user90,office,"WAITING LOUNGE,CAMERA","3,2",1
149,user56,office,"PAPER CLIP,CAMERA","1,3",3
150,user458,home,"BLENDER,DISH WASHER,REFRIGERATOR,KITCHEN SET","2,4,4,2",5
151,user199,office,"PAPER CLIP,SECURITY LOCK","1,1",5
152,user322,home,"REFRIGERATOR,DISH WASHER,TELEVISION,VACCUM CLEANER","4,3,1,1",4
153,user339,home,DRESSING TABLE,4,4
154,user192,office,"CALCULATOR,PAPER CLIP,LAZER PRINTER","4,2,4",2
155,user437,office,"SHREDDER,MARKER,LAZER PRINTER","4,2,1",2
156,user443,office,"LAZER PRINTER,SHREDDER,COFFEE MACHINE","4,4,1",1
157,user330,home,"BLENDER,OVEN,VACCUM CLEANER","1,3,4",1
158,user394,home,REFRIGERATOR,2,1
159,user300,office,"COFFEE MACHINE,CAMERA,SECURITY LOCK","4,1,4",3
160,user254,office,"WAITING LOUNGE,COMPUTER,LAZER PRINTER","4,2,1",2
161,user451,home,"BLENDER,DRESSING TABLE,VACCUM CLEANER,WASHING MACHINE","2,1,4,3",3
162,user74,office,PAPER CLIP,3,3
163,user77,office,SHREDDER,2,3
164,user432,home,"WASHING MACHINE,REFRIGERATOR,BLENDER,KITCHEN SET","4,4,2,1",3
165,user383,office,LAZER PRINTER,2,4
166,user400,office,SHREDDER,2,3
167,user57,office,"SHREDDER,MARKER","4,3",1
168,user407,home,"BLENDER,VACCUM CLEANER","1,1",2
169,user297,home,"DOUBLE COT,OVEN","1,3",5
170,user174,office,"COFFEE MACHINE,PAPER CLIP,SECURITY LOCK,WAITING LOUNGE","3,1,3,2",1
171,user184,office,COFFEE MACHINE,3,5
172,user209,home,"DISH WASHER,VACCUM CLEANER,TOASTER,DRESSING TABLE","3,3,3,1",2
173,user431,home,"TELEVISION,REFRIGERATOR,DRESSING TABLE","3,1,2",3
174,user366,office,"PAPER CLIP,COFFEE MACHINE,SHREDDER,LAZER PRINTER","3,3,2,2",2
175,user141,home,"DOUBLE COT,REFRIGERATOR","1,2",5
176,user17,home,"TOASTER,DISH WASHER,OVEN,DRESSING TABLE","3,3,4,3",5
177,user162,office,MARKER,2,3
178,user332,home,"OVEN,DISH WASHER","2,4",5
179,user222,home,TOASTER,2,1
180,user385,office,"LAZER PRINTER,WAITING LOUNGE","1,1",3
181,user248,office,"SHREDDER,PAPER CLIP,SECURITY LOCK","1,2,1",5
182,user138,home,"VACCUM CLEANER,DISH WASHER","2,2",4
183,user179,office,"COFFEE MACHINE,LAZER PRINTER","2,3",3
184,user206,home,"VACCUM CLEANER,TOASTER","4,3",3
185,user234,office,"SHREDDER,SECURITY LOCK","1,2",1
186,user114,office,"WAITING LOUNGE,LAZER PRINTER,CAMERA","2,2,2",3
187,user132,office,"SECURITY LOCK,COMPUTER,CAMERA,WAITING LOUNGE","1,4,2,3",3
188,user271,office,COMPUTER,1,2
189,user44,home,"DISH WASHER,KITCHEN SET","1,1",4
190,user379,office,"SECURITY LOCK,MARKER","1,1",3
191,user182,office,"SHREDDER,LAZER PRINTER,CALCULATOR,COMPUTER","4,3,3,1",4
192,user138,office,"SHREDDER,CAMERA,MARKER,SECURITY LOCK","3,1,2,1",1
193,user93,home,"SHOW CASE,TELEVISION","3,1",3
194,user25,home,SHOW CASE,2,3
195,user73,office,"SHREDDER,COMPUTER,WAITING LOUNGE,CALCULATOR","2,1,4,2",3
196,user397,office,"CALCULATOR,CAMERA,COFFEE MACHINE,WAITING LOUNGE","3,3,2,1",3
197,user253,home,"KITCHEN SET,DOUBLE COT,SHOW CASE,DRESSING TABLE","1,2,2,1",5
198,user224,home,DISH WASHER,4,4
199,user314,home,"KITCHEN SET,DISH WASHER,TELEVISION","3,4,4",1
200,user200,office,"CALCULATOR,PAPER CLIP,COFFEE MACHINE,COMPUTER","2,2,1,4",5
201,user366,home,"DISH WASHER,KITCHEN SET","1,4",3
202,user135,home,"DRESSING TABLE,TOASTER","4,3",4
203,user25,office,MARKER,1,3
204,user100,home,"VACCUM CLEANER,DOUBLE COT,TOASTER,SHOW CASE","4,1,3,3",2
205,user300,office,MARKER,1,4
206,user385,home,"VACCUM CLEANER,REFRIGERATOR,DRESSING TABLE,TOASTER","3,2,2,2",4
207,user271,home,"TOASTER,TELEVISION,VACCUM CLEANER","4,1,3",5
208,user159,office,CALCULATOR,2,2
209,user148,home,"BLENDER,DRESSING TABLE","3,1",1
210,user154,office,"SECURITY LOCK,MARKER,PAPER CLIP,CAMERA","1,1,1,3",2
211,user217,home,"REFRIGERATOR,BLENDER,KITCHEN SET,TOASTER","1,1,3,1",1
212,user251,home,"DOUBLE COT,VACCUM CLEANER","3,3",5
213,user466,home,"REFRIGERATOR,DOUBLE COT,DRESSING TABLE","2,3,1",1
214,user438,home,KITCHEN SET,4,5
215,user323,home,"SHOW CASE,DOUBLE COT","2,1",4
216,user481,home,"DRESSING TABLE,BLENDER,OVEN","1,1,4",5
217,user491,office,CALCULATOR,1,5
218,user150,office,"COMPUTER,LAZER PRINTER","4,4",4
219,user366,office,"SECURITY LOCK,CALCULATOR,PAPER CLIP","2,3,4",5
220,user329,home,"TOASTER,SHOW CASE,OVEN,REFRIGERATOR","4,2,2,3",2
221,user70,home,TOASTER,4,5
222,user306,home,"WASHING MACHINE,OVEN,BLENDER,TOASTER","1,3,1,1",1
223,user147,office,"PAPER CLIP,LAZER PRINTER,COMPUTER","2,1,3",1
224,user174,office,WAITING LOUNGE,4,2
225,user79,home,"DRESSING TABLE,REFRIGERATOR,SHOW CASE","1,1,2",5
226,user287,office,CAMERA,4,2
227,user169,home,"KITCHEN SET,OVEN,DRESSING TABLE,WASHING MACHINE","3,1,4,4",5
228,user450,home,"DRESSING TABLE,SHOW CASE,OVEN,VACCUM CLEANER","2,4,3,1",5
229,user241,office,"LAZER PRINTER,PAPER CLIP","4,3",2
230,user207,home,"TOASTER,OVEN","2,2",2
231,user221,office,"SECURITY LOCK,LAZER PRINTER,MARKER","1,2,1",3
232,user319,home,"OVEN,DISH WASHER","3,4",5
233,user364,home,"WASHING MACHINE,BLENDER,DOUBLE COT,VACCUM CLEANER","2,1,4,1",5
234,user217,office,"COFFEE MACHINE,SECURITY LOCK","2,1",3
235,user298,home,"KITCHEN SET,DRESSING TABLE,DISH WASHER,BLENDER","2,2,3,3",4
236,user327,office,"SHREDDER,CALCULATOR","2,3",3
237,user378,office,"PAPER CLIP,CAMERA,LAZER PRINTER","4,4,2",5
238,user102,home,KITCHEN SET,3,2
239,user272,office,"COMPUTER,SHREDDER,SECURITY LOCK,CALCULATOR","4,2,2,2",1
240,user269,office,"SHREDDER,LAZER PRINTER","2,2",3
241,user13,office,COFFEE MACHINE,1,1
242,user148,office,"LAZER PRINTER,CALCULATOR,PAPER CLIP,COFFEE MACHINE","2,1,4,4",5
243,user412,office,"CALCULATOR,LAZER PRINTER,CAMERA","1,1,1",4
244,user283,home,VACCUM CLEANER,4,1
245,user465,office,"WAITING LOUNGE,SHREDDER","1,2",2
246,user207,home,DISH WASHER,3,1
247,user122,office,"WAITING LOUNGE,CALCULATOR,COMPUTER,COFFEE MACHINE","4,4,1,1",4
248,user290,home,TELEVISION,2,2
249,user103,home,TOASTER,3,2
250,user219,home,BLENDER,1,1
251,user321,office,"CALCULATOR,SHREDDER,WAITING LOUNGE","1,3,2",4
252,user375,office,WAITING LOUNGE,2,3
253,user276,home,"DOUBLE COT,DISH WASHER,SHOW CASE,VACCUM CLEANER","3,3,4,1",4
254,user94,office,"COFFEE MACHINE,LAZER PRINTER,WAITING LOUNGE","2,1,3",3
255,user91,home,"KITCHEN SET,WASHING MACHINE","3,4",5
256,user3,home,VACCUM CLEANER,1,1
257,user456,office,"WAITING LOUNGE,SECURITY LOCK,LAZER PRINTER,CAMERA","2,3,2,1",1
258,user345,office,"PAPER CLIP,MARKER","4,3",2
259,user350,home,"DRESSING TABLE,SHOW CASE,REFRIGERATOR,WASHING MACHINE","4,4,1,3",5
260,user120,home,"TOASTER,WASHING MACHINE,SHOW CASE,DRESSING TABLE","3,1,4,2",4
261,user416,home,"DRESSING TABLE,KITCHEN SET,TOASTER","1,4,3",2
262,user61,office,"CAMERA,PAPER CLIP,COFFEE MACHINE","3,4,1",4
263,user129,office,COFFEE MACHINE,3,3
264,user81,office,LAZER PRINTER,2,4
265,user246,home,TELEVISION,3,3
266,user409,office,"CAMERA,COMPUTER","4,2",4
267,user186,office,"SECURITY LOCK,COMPUTER,PAPER CLIP,COFFEE MACHINE","1,3,2,2",5
268,user133,office,"WAITING LOUNGE,MARKER,CALCULATOR,COFFEE MACHINE","4,1,4,3",1
269,user425,office,"SECURITY LOCK,CAMERA","1,1",1
270,user349,home,OVEN,3,4
271,user40,home,"DRESSING TABLE,REFRIGERATOR","4,1",5
272,user177,home,"BLENDER,REFRIGERATOR,TELEVISION,WASHING MACHINE","1,1,2,4",4
273,user290,home,"KITCHEN SET,OVEN,DOUBLE COT,WASHING MACHINE","2,1,3,2",2
274,user455,office,"PAPER CLIP,COMPUTER,CALCULATOR","3,4,1",5
275,user373,office,"MARKER,WAITING LOUNGE,SECURITY LOCK,SHREDDER","2,1,2,4",4
276,user388,office,SECURITY LOCK,4,5
277,user174,office,"COMPUTER,SECURITY LOCK","1,2",4
278,user449,office,"SECURITY LOCK,COMPUTER","2,1",5
279,user73,home,"SHOW CASE,DRESSING TABLE,OVEN","1,4,4",3
280,user366,office,"MARKER,WAITING LOUNGE","4,3",2
281,user251,office,CALCULATOR,1,3
282,user294,home,"WASHING MACHINE,DOUBLE COT,KITCHEN SET,BLENDER","4,4,3,3",4
283,user281,office,"MARKER,LAZER PRINTER","4,4",2
284,user280,home,"REFRIGERATOR,DOUBLE COT,DISH WASHER","2,2,1",5
285,user198,office,"SECURITY LOCK,SHREDDER,MARKER","2,3,2",3
286,user110,office,"CALCULATOR,SHREDDER,WAITING LOUNGE,CAMERA","4,3,1,4",2
287,user149,office,CAMERA,2,4
288,user19,home,TOASTER,4,1
289,user319,home,"TELEVISION,DRESSING TABLE,SHOW CASE,REFRIGERATOR","2,4,2,4",1
290,user74,home,"BLENDER,VACCUM CLEANER,TELEVISION,REFRIGERATOR","3,2,2,2",1
291,user215,office,"LAZER PRINTER,WAITING LOUNGE,MARKER","4,3,3",2
292,user379,home,REFRIGERATOR,2,5
293,user24,home,DRESSING TABLE,2,2
294,user265,office,"WAITING LOUNGE,COMPUTER","1,1",5
295,user473,office,"SHREDDER,WAITING LOUNGE,COMPUTER,CAMERA","2,3,2,2",1
296,user203,office,"LAZER PRINTER,COFFEE MACHINE,SECURITY LOCK","2,2,1",5
297,user259,office,"SECURITY LOCK,MARKER,CALCULATOR,LAZER PRINTER","3,3,2,1",5
298,user454,home,"REFRIGERATOR,KITCHEN SET,DISH WASHER","3,3,2",4
299,user311,home,TOASTER,1,3
300,user153,office,"LAZER PRINTER,SHREDDER","3,1",2
301,user377,office,"COFFEE MACHINE,CAMERA","4,4",2
302,user392,home,"BLENDER,TOASTER,OVEN","4,2,1",2
303,user59,office,"LAZER PRINTER,SHREDDER","3,1",1
304,user162,office,PAPER CLIP,2,4
305,user407,home,"KITCHEN SET,DRESSING TABLE,BLENDER","1,2,3",5
306,user394,home,"WASHING MACHINE,REFRIGERATOR,SHOW CASE","3,3,4",3
307,user485,home,"BLENDER,DOUBLE COT,VACCUM CLEANER","2,1,2",1
308,user456,office,MARKER,2,5
309,user425,home,"BLENDER,TELEVISION","3,3",4
310,user217,office,"LAZER PRINTER,COFFEE MACHINE","1,1",2
311,user60,home,TOASTER,2,2
312,user182,home,"VACCUM CLEANER,SHOW CASE,REFRIGERATOR,KITCHEN SET","4,1,3,3",3
313,user241,office,"MARKER,CAMERA,COFFEE MACHINE","1,4,1",4
314,user188,office,WAITING LOUNGE,1,5
315,user28,home,"DOUBLE COT,TELEVISION","3,1",1
316,user370,home,"VACCUM CLEANER,OVEN","2,1",1
317,user244,office,"WAITING LOUNGE,COMPUTER","3,3",1
318,user268,home,"OVEN,WASHING MACHINE,REFRIGERATOR","3,1,1",1
319,user136,office,SHREDDER,3,3
320,user496,home,"VACCUM CLEANER,TELEVISION,DRESSING TABLE,REFRIGERATOR","1,1,4,1",2
321,user348,office,MARKER,1,4
322,user57,office,"COMPUTER,MARKER,COFFEE MACHINE","4,4,1",5
323,user321,office,"CALCULATOR,MARKER","4,4",5
324,user32,home,"TOASTER,DISH WASHER,BLENDER","4,4,2",4
325,user199,office,"LAZER PRINTER,CAMERA,CALCULATOR","2,2,2",2
326,user190,home,"BLENDER,TELEVISION,DISH WASHER,DRESSING TABLE","3,1,1,4",3
327,user457,office,WAITING LOUNGE,4,5
328,user3,home,"WASHING MACHINE,TOASTER,REFRIGERATOR","3,2,4",1
329,user409,home,"DISH WASHER,WASHING MACHINE","2,1",4
330,user132,office,"SHREDDER,MARKER","4,2",2
331,user393,office,"COFFEE MACHINE,LAZER PRINTER,WAITING LOUNGE,CAMERA","2,2,4,2",3
332,user41,home,"BLENDER,REFRIGERATOR,OVEN,DOUBLE COT","1,3,1,1",4
333,user228,home,"VACCUM CLEANER,DOUBLE COT","1,2",5
334,user42,home,TELEVISION,1,2
335,user231,home,BLENDER,3,3
336,user398,office,"SHREDDER,WAITING LOUNGE,CAMERA","1,3,2",1
337,user186,office,"COFFEE MACHINE,SECURITY LOCK","3,3",2
338,user489,office,"COMPUTER,COFFEE MACHINE,WAITING LOUNGE,SHREDDER","2,3,1,2",2
339,user199,office,"WAITING LOUNGE,COFFEE MACHINE,CAMERA,COMPUTER","3,1,2,4",3
340,user109,home,"KITCHEN SET,VACCUM CLEANER","4,2",4
341,user237,office,"SHREDDER,SECURITY LOCK,MARKER","1,2,3",4
342,user184,office,"PAPER CLIP,SECURITY LOCK,LAZER PRINTER,COMPUTER","4,4,1,4",5
343,user318,home,"DOUBLE COT,TOASTER","3,2",1
344,user213,office,"PAPER CLIP,COFFEE MACHINE,CALCULATOR","2,1,2",4
345,user441,home,"DISH WASHER,REFRIGERATOR,DOUBLE COT,BLENDER","4,3,1,2",1
346,user481,office,"CALCULATOR,SHREDDER,COMPUTER","2,3,1",2
347,user286,office,"SECURITY LOCK,MARKER,COFFEE MACHINE","3,4,1",3
348,user306,home,TOASTER,3,2
349,user469,home,OVEN,3,1
350,user3,home,BLENDER,3,4
351,user245,home,"DISH WASHER,WASHING MACHINE,DRESSING TABLE,OVEN","1,3,1,1",4
352,user153,office,"CALCULATOR,MARKER,WAITING LOUNGE,COFFEE MACHINE","3,3,2,2",5
353,user135,office,"CALCULATOR,SHREDDER","4,3",5
354,user339,office,LAZER PRINTER,4,4
355,user276,home,"KITCHEN SET,REFRIGERATOR,DISH WASHER","2,1,4",3
356,user484,home,"KITCHEN SET,REFRIGERATOR","2,4",5
357,user264,home,"SHOW CASE,TOASTER,DISH WASHER","1,2,1",4
358,user21,home,"SHOW CASE,REFRIGERATOR,TOASTER,TELEVISION","4,2,4,4",4
359,user250,home,TELEVISION,1,5
360,user145,office,"LAZER PRINTER,PAPER CLIP,CALCULATOR","1,2,4",5
361,user273,office,SECURITY LOCK,4,1
362,user7,home,"BLENDER,DRESSING TABLE,TOASTER,DISH WASHER","4,4,2,4",2
363,user58,office,"COFFEE MACHINE,LAZER PRINTER","3,2",1
364,user302,home,"DISH WASHER,OVEN,BLENDER","4,4,3",3
365,user22,office,"SHREDDER,SECURITY LOCK","4,2",4
366,user335,office,CALCULATOR,3,2
367,user293,home,"WASHING MACHINE,VACCUM CLEANER","3,3",5
368,user35,home,"OVEN,REFRIGERATOR,BLENDER","2,2,2",2
369,user295,home,TELEVISION,4,2
370,user3,office,COMPUTER,2,3
371,user180,office,"LAZER PRINTER,COFFEE MACHINE,SECURITY LOCK","4,4,3",4
372,user246,office,"SECURITY LOCK,WAITING LOUNGE,CALCULATOR","3,4,3",4
373,user410,home,"DOUBLE COT,DISH WASHER,KITCHEN SET,REFRIGERATOR","2,4,4,3",4
374,user25,home,WASHING MACHINE,3,1
375,user368,home,"TELEVISION,TOASTER","2,3",1
376,user156,office,"CALCULATOR,LAZER PRINTER,WAITING LOUNGE","1,1,3",4
377,user153,home,"WASHING MACHINE,DISH WASHER","4,1",4
378,user285,office,"CALCULATOR,WAITING LOUNGE,PAPER CLIP","2,1,2",1
379,user1,office,COFFEE MACHINE,4,2
380,user193,home,DISH WASHER,2,1
381,user119,office,"LAZER PRINTER,MARKER,COFFEE MACHINE","2,4,2",4
382,user183,home,"BLENDER,TELEVISION,KITCHEN SET,DISH WASHER","4,4,4,1",2
383,user14,office,"PAPER CLIP,WAITING LOUNGE,MARKER","3,4,3",3
384,user172,home,"TOASTER,VACCUM CLEANER,DRESSING TABLE,BLENDER","3,1,4,3",4
385,user4,home,"KITCHEN SET,DRESSING TABLE,WASHING MACHINE","1,3,1",5
386,user142,office,"COMPUTER,MARKER,COFFEE MACHINE,LAZER PRINTER","3,4,3,2",2
387,user371,home,"VACCUM CLEANER,TOASTER","4,2",3
388,user109,office,CAMERA,4,3
389,user390,home,"DOUBLE COT,BLENDER,TELEVISION","3,3,4",1
